Year;Country;Region;Indicator;Gender;Cause;Dim2ValueCode;ValueNumeric;ValueLow;ValueHigh;Value
2016;Saint Vincent and the Grenadines;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;2.91;1.51;4.64;2.91 [1.51 – 4.64]
2016;Morocco;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;2.91;1.62;4.42;2.91 [1.62 – 4.42]
2016;Hungary;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;2.95;1.52;4.76;2.95 [1.52 – 4.76]
2016;Turkey;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Lower respiratory infections;ENVCAUSE039;2.96;2.24;3.72;2.96 [2.24 – 3.72]
2016;Costa Rica;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Stroke;ENVCAUSE114;2.98;1.87;5.13;2.98 [1.87 – 5.13]
2016;Croatia;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Total;ENVCAUSE000;20.06;14.5;27.24;20.06 [14.5 – 27.24]
2016;Cyprus;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Total;ENVCAUSE000;20.09;15.85;24.75;20.09 [15.85 – 24.75]
2016;Sierra Leone;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Stroke;ENVCAUSE114;20.13;16.16;24.4;20.13 [16.16 – 24.4]
2016;Lesotho;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Lower respiratory infections;ENVCAUSE039;20.29;13.04;27.88;20.29 [13.04 – 27.88]
2016;Namibia;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Ischaemic heart disease;ENVCAUSE113;20.3;16.14;24.36;20.3 [16.14 – 24.36]
2016;Montenegro;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Ischaemic heart disease;ENVCAUSE113;20.31;14.8;25.77;20.31 [14.8 – 25.77]
2016;Ecuador;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Total;ENVCAUSE000;20.32;16.21;25.24;20.32 [16.21 – 25.24]
2016;Lesotho;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Ischaemic heart disease;ENVCAUSE113;20.4;16.23;24.45;20.4 [16.23 – 24.45]
2016;Chad;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Stroke;ENVCAUSE114;20.52;17.52;23.8;20.52 [17.52 – 23.8]
2016;Saint Vincent and the Grenadines;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Ischaemic heart disease;ENVCAUSE113;20.54;15.25;25.79;20.54 [15.25 – 25.79]
2016;Panama;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Total;ENVCAUSE000;20.92;16.84;26.08;20.92 [16.84 – 26.08]
2016;Nepal;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Stroke;ENVCAUSE114;21.0;17.69;24.8;21 [17.69 – 24.8]
2016;Tonga;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Ischaemic heart disease;ENVCAUSE113;21.16;16.38;25.74;21.16 [16.38 – 25.74]
2016;Chad;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Stroke;ENVCAUSE114;21.16;17.85;24.66;21.16 [17.85 – 24.66]
2016;Burundi;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Ischaemic heart disease;ENVCAUSE113;21.33;18.05;24.47;21.33 [18.05 – 24.47]
2016;Mali;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Lower respiratory infections;ENVCAUSE039;21.49;15.05;28.43;21.49 [15.05 – 28.43]
2016;Central African Republic;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Stroke;ENVCAUSE114;21.56;17.69;26.02;21.56 [17.69 – 26.02]
2016;Congo;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Lower respiratory infections;ENVCAUSE039;21.85;16.09;27.94;21.85 [16.09 – 27.94]
2016;Turkey;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Ischaemic heart disease;ENVCAUSE113;21.97;17.6;26.53;21.97 [17.6 – 26.53]
2016;Sierra Leone;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Stroke;ENVCAUSE114;22.47;18.03;27.37;22.47 [18.03 – 27.37]
2016;Myanmar;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Stroke;ENVCAUSE114;22.59;18.35;27.36;22.59 [18.35 – 27.36]
2016;Romania;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Ischaemic heart disease;ENVCAUSE113;22.79;15.89;29.84;22.79 [15.89 – 29.84]
2016;Armenia;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Ischaemic heart disease;ENVCAUSE113;22.93;15.67;30.71;22.93 [15.67 – 30.71]
2016;Rwanda;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Lower respiratory infections;ENVCAUSE039;22.96;16.62;29.64;22.96 [16.62 – 29.64]
2016;Micronesia (Federated States of);Western Pacific;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Ischaemic heart disease;ENVCAUSE113;23.02;18.2;27.83;23.02 [18.2 – 27.83]
2016;Cabo Verde;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Ischaemic heart disease;ENVCAUSE113;23.04;17.11;29.19;23.04 [17.11 – 29.19]
2016;Saint Vincent and the Grenadines;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Ischaemic heart disease;ENVCAUSE113;23.09;17.6;28.63;23.09 [17.6 – 28.63]
2016;Fiji;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Total;ENVCAUSE000;23.17;18.29;28.22;23.17 [18.29 – 28.22]
2016;Costa Rica;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Total;ENVCAUSE000;23.26;19.06;27.87;23.26 [19.06 – 27.87]
2016;Angola;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Lower respiratory infections;ENVCAUSE039;23.28;15.22;31.79;23.28 [15.22 – 31.79]
2016;Seychelles;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Total;ENVCAUSE000;23.43;18.79;28.43;23.43 [18.79 – 28.43]
2016;Lithuania;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Ischaemic heart disease;ENVCAUSE113;23.46;15.36;32.03;23.46 [15.36 – 32.03]
2016;Comoros;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Lower respiratory infections;ENVCAUSE039;23.47;12.13;36.62;23.47 [12.13 – 36.62]
2016;Ghana;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Lower respiratory infections;ENVCAUSE039;23.75;16.21;31.92;23.75 [16.21 – 31.92]
2016;Yemen;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Stroke;ENVCAUSE114;23.99;20.26;28.08;23.99 [20.26 – 28.08]
2016;Brazil;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Total;ENVCAUSE000;24.06;19.3;30.22;24.06 [19.3 – 30.22]
2016;India;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Lower respiratory infections;ENVCAUSE039;24.16;19.28;28.9;24.16 [19.28 – 28.9]
2016;Tunisia;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Ischaemic heart disease;ENVCAUSE113;24.4;18.95;30.23;24.4 [18.95 – 30.23]
2016;Sri Lanka;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Total;ENVCAUSE000;24.44;20.22;29.34;24.44 [20.22 – 29.34]
2016;Cabo Verde;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Lower respiratory infections;ENVCAUSE039;24.69;16.76;33.23;24.69 [16.76 – 33.23]
2016;Algeria;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Ischaemic heart disease;ENVCAUSE113;24.71;19.71;29.71;24.71 [19.71 – 29.71]
2016;Guinea-Bissau;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Lower respiratory infections;ENVCAUSE039;24.86;15.57;34.96;24.86 [15.57 – 34.96]
2016;Eritrea;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Lower respiratory infections;ENVCAUSE039;24.89;18.85;31.34;24.89 [18.85 – 31.34]
2016;Honduras;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Ischaemic heart disease;ENVCAUSE113;25.14;20.1;30.04;25.14 [20.1 – 30.04]
2016;Guinea;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Ischaemic heart disease;ENVCAUSE113;25.29;20.27;30.31;25.29 [20.27 – 30.31]
2016;Estonia;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Total;ENVCAUSE000;25.35;18.38;32.5;25.35 [18.38 – 32.5]
2016;Senegal;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Lower respiratory infections;ENVCAUSE039;25.45;18.46;32.77;25.45 [18.46 – 32.77]
2016;Somalia;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Ischaemic heart disease;ENVCAUSE113;25.55;21.59;29.33;25.55 [21.59 – 29.33]
2016;Dominican Republic;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Total;ENVCAUSE000;25.95;21.22;31.08;25.95 [21.22 – 31.08]
2016;Kiribati;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Total;ENVCAUSE000;26.11;20.39;33.59;26.11 [20.39 – 33.59]
2016;Poland;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Total;ENVCAUSE000;26.15;19.96;33.27;26.15 [19.96 – 33.27]
2016;Guinea;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Lower respiratory infections;ENVCAUSE039;26.53;14.95;39.76;26.53 [14.95 – 39.76]
2016;Oman;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Ischaemic heart disease;ENVCAUSE113;26.54;21.23;32.02;26.54 [21.23 – 32.02]
2016;Cameroon;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Ischaemic heart disease;ENVCAUSE113;26.54;22.5;30.59;26.54 [22.5 – 30.59]
2016;India;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Ischaemic heart disease;ENVCAUSE113;26.69;22.72;30.73;26.69 [22.72 – 30.73]
2016;Guinea;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Ischaemic heart disease;ENVCAUSE113;27.14;22.22;31.85;27.14 [22.22 – 31.85]
2016;Djibouti;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Ischaemic heart disease;ENVCAUSE113;28.27;24.08;32.44;28.27 [24.08 – 32.44]
2016;Nepal;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;28.42;19.06;38.86;28.42 [19.06 – 38.86]
2016;Hungary;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Total;ENVCAUSE000;28.42;20.73;36.71;28.42 [20.73 – 36.71]
2016;Antigua and Barbuda;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Total;ENVCAUSE000;28.56;24.07;34.18;28.56 [24.07 – 34.18]
2016;Gambia;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Lower respiratory infections;ENVCAUSE039;28.57;19.42;38.42;28.57 [19.42 – 38.42]
2016;Democratic Republic of the Congo;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Lower respiratory infections;ENVCAUSE039;28.84;20.8;37.46;28.84 [20.8 – 37.46]
2016;Democratic People's Republic of Korea;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Ischaemic heart disease;ENVCAUSE113;29.01;23.73;34.37;29.01 [23.73 – 34.37]
2016;Belarus;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Ischaemic heart disease;ENVCAUSE113;29.14;19.53;39.26;29.14 [19.53 – 39.26]
2016;Paraguay;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Total;ENVCAUSE000;29.28;24.09;35.48;29.28 [24.09 – 35.48]
2016;Nepal;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;29.3;19.65;40.07;29.3 [19.65 – 40.07]
2016;Morocco;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Ischaemic heart disease;ENVCAUSE113;29.93;23.34;36.51;29.93 [23.34 – 36.51]
2016;Romania;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Lower respiratory infections;ENVCAUSE039;3.03;1.29;5.22;3.03 [1.29 – 5.22]
2016;Fiji;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;3.04;1.13;5.52;3.04 [1.13 – 5.52]
2016;Venezuela (Bolivarian Republic of);Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Lower respiratory infections;ENVCAUSE039;3.04;1.37;5.08;3.04 [1.37 – 5.08]
2016;Chile;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Lower respiratory infections;ENVCAUSE039;3.08;1.73;4.67;3.08 [1.73 – 4.67]
2016;Portugal;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Stroke;ENVCAUSE114;3.09;1.48;7.23;3.09 [1.48 – 7.23]
2016;Republic of Korea;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Stroke;ENVCAUSE114;3.09;1.83;5.26;3.09 [1.83 – 5.26]
2016;Georgia;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;3.1;1.59;4.98;3.1 [1.59 – 4.98]
2016;Qatar;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;3.13;2.08;4.3;3.13 [2.08 – 4.3]
2016;Kenya;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;3.15;1.72;4.88;3.15 [1.72 – 4.88]
2016;Hungary;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;3.18;1.39;5.38;3.18 [1.39 – 5.38]
2016;The former Yugoslav Republic of Macedonia;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;3.24;1.79;4.97;3.24 [1.79 – 4.97]
2016;Germany;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;3.35;1.28;5.98;3.35 [1.28 – 5.98]
2016;Liberia;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;3.37;1.5;5.64;3.37 [1.5 – 5.64]
2016;Peru;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;3.41;1.83;5.34;3.41 [1.83 – 5.34]
2016;Mexico;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Lower respiratory infections;ENVCAUSE039;3.42;1.91;5.19;3.42 [1.91 – 5.19]
2016;Antigua and Barbuda;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;3.43;1.64;5.65;3.43 [1.64 – 5.65]
2016;Croatia;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;3.44;1.81;5.49;3.44 [1.81 – 5.49]
2016;Singapore;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;3.52;1.86;5.57;3.52 [1.86 – 5.57]
2016;Uruguay;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Stroke;ENVCAUSE114;3.52;2.05;6.75;3.52 [2.05 – 6.75]
2016;Netherlands;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;3.54;1.36;6.31;3.54 [1.36 – 6.31]
2016;Nicaragua;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Lower respiratory infections;ENVCAUSE039;3.57;1.74;5.77;3.57 [1.74 – 5.77]
2016;Tonga;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Lower respiratory infections;ENVCAUSE039;3.59;1.11;7.12;3.59 [1.11 – 7.12]
2016;Greece;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;3.59;1.58;6.07;3.59 [1.58 – 6.07]
2016;Maldives;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;3.67;0.99;7.33;3.67 [0.99 – 7.33]
2016;Russian Federation;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Lower respiratory infections;ENVCAUSE039;3.67;1.58;6.37;3.67 [1.58 – 6.37]
2016;Tunisia;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;3.68;2.09;5.48;3.68 [2.09 – 5.48]
2016;Cyprus;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;3.74;1.96;5.97;3.74 [1.96 – 5.97]
2016;Mauritius;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;3.76;1.57;6.5;3.76 [1.57 – 6.5]
2016;Seychelles;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Stroke;ENVCAUSE114;3.8;2.59;5.9;3.8 [2.59 – 5.9]
2016;Greece;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Stroke;ENVCAUSE114;3.89;1.6;8.7;3.89 [1.6 – 8.7]
2016;Nicaragua;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;3.89;1.81;6.49;3.89 [1.81 – 6.49]
2016;Iraq;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;3.89;2.58;5.21;3.89 [2.58 – 5.21]
2016;Bulgaria;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;3.92;1.93;6.4;3.92 [1.93 – 6.4]
2016;Poland;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Stroke;ENVCAUSE114;3.92;2.19;7.11;3.92 [2.19 – 7.11]
2016;Bahamas;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Stroke;ENVCAUSE114;3.92;2.62;6.29;3.92 [2.62 – 6.29]
2016;Morocco;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;3.95;2.33;5.77;3.95 [2.33 – 5.77]
2016;Hungary;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Stroke;ENVCAUSE114;3.96;2.13;7.58;3.96 [2.13 – 7.58]
2016;Vanuatu;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Lower respiratory infections;ENVCAUSE039;3.98;1.18;8.03;3.98 [1.18 – 8.03]
2016;Slovenia;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Stroke;ENVCAUSE114;3.98;2.49;6.76;3.98 [2.49 – 6.76]
2016;Bahrain;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Stroke;ENVCAUSE114;3.99;3.27;4.82;3.99 [3.27 – 4.82]
2016;Cuba;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Total;ENVCAUSE000;30.1;25.0;36.11;30.1 [25 – 36.11]
2016;Nepal;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Ischaemic heart disease;ENVCAUSE113;30.19;25.41;35.24;30.19 [25.41 – 35.24]
2016;Barbados;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Total;ENVCAUSE000;30.48;24.68;36.97;30.48 [24.68 – 36.97]
2016;South Sudan;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Lower respiratory infections;ENVCAUSE039;30.78;22.94;39.12;30.78 [22.94 – 39.12]
2016;Eritrea;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Lower respiratory infections;ENVCAUSE039;30.84;23.35;38.83;30.84 [23.35 – 38.83]
2016;Guinea;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Lower respiratory infections;ENVCAUSE039;30.91;17.42;46.32;30.91 [17.42 – 46.32]
2016;Burundi;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Lower respiratory infections;ENVCAUSE039;30.99;21.55;41.19;30.99 [21.55 – 41.19]
2016;Mauritania;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Ischaemic heart disease;ENVCAUSE113;31.63;26.16;37.06;31.63 [26.16 – 37.06]
2016;Mongolia;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Stroke;ENVCAUSE114;31.8;26.1;37.83;31.8 [26.1 – 37.83]
2016;Uganda;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Lower respiratory infections;ENVCAUSE039;31.98;24.52;39.9;31.98 [24.52 – 39.9]
2016;Saudi Arabia;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Ischaemic heart disease;ENVCAUSE113;32.45;27.15;37.9;32.45 [27.15 – 37.9]
2016;Chad;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Ischaemic heart disease;ENVCAUSE113;33.43;28.53;38.42;33.43 [28.53 – 38.42]
2016;Mauritania;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Ischaemic heart disease;ENVCAUSE113;33.59;28.1;38.97;33.59 [28.1 – 38.97]
2016;Grenada;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Total;ENVCAUSE000;34.67;28.49;41.48;34.67 [28.49 – 41.48]
2016;Sierra Leone;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Lower respiratory infections;ENVCAUSE039;34.87;18.26;54.11;34.87 [18.26 – 54.11]
2016;Saint Vincent and the Grenadines;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Total;ENVCAUSE000;34.89;28.39;42.6;34.89 [28.39 – 42.6]
2016;Colombia;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Total;ENVCAUSE000;35.29;29.26;41.54;35.29 [29.26 – 41.54]
2016;Ukraine;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Ischaemic heart disease;ENVCAUSE113;35.3;24.55;46.64;35.3 [24.55 – 46.64]
2016;Armenia;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Total;ENVCAUSE000;35.41;27.28;44.01;35.41 [27.28 – 44.01]
2016;Guinea;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Lower respiratory infections;ENVCAUSE039;35.84;20.2;53.71;35.84 [20.2 – 53.71]
2016;Mauritania;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Lower respiratory infections;ENVCAUSE039;35.95;26.65;45.86;35.95 [26.65 – 45.86]
2016;Guatemala;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Total;ENVCAUSE000;36.07;28.69;44.03;36.07 [28.69 – 44.03]
2016;Qatar;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Total;ENVCAUSE000;36.09;32.29;40.17;36.09 [32.29 – 40.17]
2016;Belize;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Total;ENVCAUSE000;36.55;30.78;43.32;36.55 [30.78 – 43.32]
2016;Nigeria;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Ischaemic heart disease;ENVCAUSE113;36.68;30.31;43.08;36.68 [30.31 – 43.08]
2016;Solomon Islands;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Total;ENVCAUSE000;36.71;29.52;45.57;36.71 [29.52 – 45.57]
2016;Sierra Leone;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Lower respiratory infections;ENVCAUSE039;36.76;19.25;57.04;36.76 [19.25 – 57.04]
2016;Vanuatu;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Total;ENVCAUSE000;37.01;29.88;45.24;37.01 [29.88 – 45.24]
2016;Central African Republic;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Lower respiratory infections;ENVCAUSE039;37.11;28.3;46.4;37.11 [28.3 – 46.4]
2016;Kyrgyzstan;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Ischaemic heart disease;ENVCAUSE113;37.44;26.02;48.98;37.44 [26.02 – 48.98]
2016;Seychelles;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Total;ENVCAUSE000;37.94;31.54;45.32;37.94 [31.54 – 45.32]
2016;Barbados;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Total;ENVCAUSE000;38.18;31.67;45.66;38.18 [31.67 – 45.66]
2016;Morocco;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Total;ENVCAUSE000;38.32;31.87;45.57;38.32 [31.87 – 45.57]
2016;Bulgaria;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Total;ENVCAUSE000;38.5;28.83;50.31;38.5 [28.83 – 50.31]
2016;Oman;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Total;ENVCAUSE000;39.08;33.57;44.19;39.08 [33.57 – 44.19]
